PRODUCT,DRAW NUMBER,DRAW DATE,BONUS_MULTIPLIER,NUMBER DRAWN 1,NUMBER DRAWN 2,NUMBER DRAWN 3,NUMBER DRAWN 4,NUMBER DRAWN 5,NUMBER DRAWN 6,NUMBER DRAWN 7,NUMBER DRAWN 8,NUMBER DRAWN 9,NUMBER DRAWN 10,NUMBER DRAWN 11,NUMBER DRAWN 12,NUMBER DRAWN 13,NUMBER DRAWN 14,NUMBER DRAWN 15,NUMBER DRAWN 16,NUMBER DRAWN 17,NUMBER DRAWN 18,NUMBER DRAWN 19,NUMBER DRAWN 20
KENO,44421,01/07/1996 6:30:00,,6,21,22,27,30,38,41,45,51,52,55,60,64,65,66,68,70,74,78,79
KENO,44422,01/07/1996 6:35:00,,4,6,7,10,19,28,33,35,37,39,40,44,48,55,63,67,75,77,78,80
KENO,44423,01/07/1996 6:40:00,,6,10,13,15,23,29,31,36,38,40,41,44,46,50,54,62,65,67,72,79
KENO,44424,01/07/1996 6:45:00,,2,5,10,11,14,15,23,24,28,29,39,43,48,55,57,69,70,74,75,77
KENO,44425,01/07/1996 6:50:00,,3,4,6,7,9,12,13,14,16,18,23,25,28,29,31,39,47,59,67,80
KENO,44426,01/07/1996 6:55:00,,3,4,5,6,8,13,27,30,33,40,45,47,49,50,53,54,64,70,75,78
KENO,44427,01/07/1996 7:00:00,,4,6,7,8,10,25,34,42,45,46,49,50,52,62,64,67,68,69,74,77
KENO,44428,01/07/1996 7:05:00,,3,4,8,10,17,19,27,28,30,35,39,40,41,45,46,51,55,62,63,72
KENO,44429,01/07/1996 7:10:00,,2,7,12,13,23,28,31,39,43,46,47,48,55,59,63,64,72,74,76,78
KENO,44430,01/07/1996 7:15:00,,3,8,12,13,18,22,26,28,34,44,48,51,61,63,65,67,72,73,76,77
KENO,44431,01/07/1996 7:20:00,,4,5,17,18,20,22,30,32,33,38,42,45,51,52,56,60,65,67,72,74
