"PRODUCT","DRAW NUMBER","DRAW DATE","BONUS MULTIPLIER","NUMBER DRAWN 1","NUMBER DRAWN 2","NUMBER DRAWN 3","NUMBER DRAWN 4","NUMBER DRAWN 5","NUMBER DRAWN 6","NUMBER DRAWN 7","NUMBER DRAWN 8","NUMBER DRAWN 9","NUMBER DRAWN 10","NUMBER DRAWN 11","NUMBER DRAWN 12","NUMBER DRAWN 13","NUMBER DRAWN 14","NUMBER DRAWN 15","NUMBER DRAWN 16","NUMBER DRAWN 17","NUMBER DRAWN 18","NUMBER DRAWN 19","NUMBER DRAWN 20"
"KENO",2243519,="02/02/2018 2:50:00",1.5,12,13,16,19,22,24,32,34,39,40,42,45,48,52,64,66,69,71,74,77
"KENO",2243520,="02/02/2018 2:53:30",1.5,1,2,6,7,8,9,12,15,21,22,24,26,35,40,42,45,47,51,55,74
"KENO",2243521,="02/02/2018 2:57:00",2.0,9,18,19,20,22,25,35,47,56,61,62,64,65,67,69,70,71,76,77,78
"KENO",2243522,="02/02/2018 3:00:30",1.5,8,11,20,22,23,25,30,35,36,40,42,45,51,52,55,56,64,65,76,77
"KENO",2243523,="02/02/2018 3:04:00",1.5,5,9,10,24,29,37,40,47,48,53,56,57,58,59,60,62,64,65,73,78
"KENO",2243524,="02/02/2018 3:07:30",2.0,4,8,9,13,14,15,26,28,33,40,41,46,47,50,52,53,55,58,61,70
"KENO",2243525,="02/02/2018 3:11:00",1.5,2,6,7,12,18,23,26,28,33,35,41,46,50,52,56,57,67,72,73,74
"KENO",2243526,="02/02/2018 3:14:30",1.5,1,2,3,4,19,20,22,25,28,30,39,52,57,58,64,65,68,72,74,80
"KENO",2243527,="02/02/2018 3:18:00",1.5,1,3,6,7,15,16,17,24,28,30,36,42,44,49,55,57,58,64,65,80
"KENO",2243528,="02/02/2018 3:21:30",2.0,1,5,10,11,12,14,16,20,26,37,39,46,54,56,61,63,67,70,79,80
"KENO",2243529,="02/02/2018 3:25:00",1.5,9,10,11,15,17,20,21,22,23,24,30,32,40,46,47,53,56,59,69,71
"KENO",2243530,="02/02/2018 3:28:30",2.0,1,4,5,12,25,26,27,30,35,36,47,53,55,58,65,67,68,70,79,80
"KENO",2243531,="02/02/2018 3:32:00",2.0,13,15,21,22,24,28,32,35,37,46,48,50,52,56,60,61,64,71,72,76
"KENO",2243532,="02/02/2018 3:35:30",2.0,6,8,12,19,22,32,33,34,36,42,48,57,59,60,66,67,68,70,71,79
"KENO",2243533,="02/02/2018 3:39:00",1.5,5,11,16,23,24,27,32,34,36,47,50,53,59,60,65,68,75,77,78,80
"KENO",2243534,="02/02/2018 3:42:30",1.5,8,14,16,24,26,28,34,35,37,44,55,57,68,69,70,73,74,76,77,78
"KENO",2243535,="02/02/2018 3:46:00",2.0,5,9,18,22,23,25,31,36,37,38,43,44,46,56,60,68,72,73,74,80
"KENO",2243536,="02/02/2018 3:49:30",1.5,11,13,14,16,18,19,21,32,38,42,48,52,54,55,56,58,61,62,65,74
"KENO",2243537,="02/02/2018 3:53:00",1.5,5,6,7,8,12,13,29,34,37,39,44,47,53,60,62,63,66,71,73,77
"KENO",2243538,="02/02/2018 3:56:30",2.0,1,3,5,7,10,21,29,36,40,42,54,56,59,61,68,69,70,74,76,78
"KENO",2243539,="02/02/2018 4:00:00",1.5,2,3,5,9,11,19,23,24,25,29,30,37,38,41,44,59,69,70,74,78
"KENO",2243540,="02/02/2018 5:04:30",2.0,11,19,20,23,27,29,38,40,44,46,52,55,62,66,67,69,71,73,74,76
"KENO",2243541,="02/02/2018 5:08:00",2.0,1,9,23,24,25,29,35,40,42,49,50,52,53,57,61,62,66,67,72,74
"KENO",2243542,="02/02/2018 5:11:30",2.0,2,6,13,14,18,26,35,36,38,45,46,53,54,56,68,70,71,72,76,79
"KENO",2243543,="02/02/2018 5:15:00",2.0,3,12,13,17,21,23,24,30,32,34,42,49,52,54,57,62,64,67,72,79
"KENO",2243544,="02/02/2018 5:18:30",1.5,4,9,11,14,16,18,25,27,31,36,37,45,49,57,62,70,74,78,79,80
